# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,46355,T003,17270,18770,12,12,0,true,true
uleef,M02@utah.edu,36025,1201,46355,T009,20300,20800,4,4,0,true,true
uleef,M03@utah.edu,36026,1201,46355,T000,18720,19970,10,10,0,true,true
uleef,M04@utah.edu,36027,1201,46355,T008,4825,10325,44,44,0,true,true
uleef,M05@utah.edu,36028,1201,46355,T006,17800,19300,12,12,0,true,true
uleef,M06@utah.edu,36029,1201,46355,T007,13455,15830,19,19,0,true,true
uleef,M07@utah.edu,36030,1201,46355,T005,18955,18955,0,0,0,true,true
uleef,M08@utah.edu,36031,1201,46355,T002,11875,15250,27,27,0,true,true
uleef,M09@utah.edu,36032,1201,46355,T004,13000,15500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,46355,T010,17800,19300,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,46355,T011,13000,15500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,46355,T001,17800,19300,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
