# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,46358,T003,19670,19670,12,12,0,true,true
uleef,M02@utah.edu,36025,1201,46358,T009,20850,20850,5,5,0,true,true
uleef,M03@utah.edu,36026,1201,46358,T000,20720,20720,10,10,0,true,true
uleef,M04@utah.edu,36027,1201,46358,T008,16440,16440,39,39,0,true,true
uleef,M05@utah.edu,36028,1201,46358,T006,20930,20930,10,10,0,true,true
uleef,M06@utah.edu,36029,1201,46358,T007,15975,15975,20,20,0,true,true
uleef,M07@utah.edu,36030,1201,46358,T005,17740,17740,3,3,0,true,true
uleef,M08@utah.edu,36031,1201,46358,T002,16475,16475,29,29,0,true,true
uleef,M09@utah.edu,36032,1201,46358,T004,17000,17000,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,46358,T010,20200,20200,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,46358,T011,17000,17000,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,46358,T001,20200,20200,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
