"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2146","STOCK_2146__initial","STOCK_2146__shorts","STOCK_2146__buy","STOCK_2146__sell"
"uleef","M01@utah.edu",36024,1201,46365,"T003",22675,22675,23,23,0,"true","true"
"uleef","M02@utah.edu",36025,1201,46365,"T009",24550,24550,0,0,0,"true","true"
"uleef","M03@utah.edu",36026,1201,46365,"T000",24470,24470,10,10,0,"true","true"
"uleef","M04@utah.edu",36027,1201,46365,"T008",37105,37105,0,0,0,"true","true"
"uleef","M05@utah.edu",36028,1201,46365,"T006",23760,23760,18,18,0,"true","true"
"uleef","M06@utah.edu",36029,1201,46365,"T007",23915,23915,21,21,0,"true","true"
"uleef","M07@utah.edu",36030,1201,46365,"T005",19775,17195,4,10,0,"true","true"
"uleef","M08@utah.edu",36031,1201,46365,"T002",20550,23130,52,46,0,"true","true"
"uleef","M09@utah.edu",36032,1201,46365,"T004",24500,24500,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1201,46365,"T010",24700,24700,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1201,46365,"T011",24500,24500,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1201,46365,"T001",24700,24700,12,12,0,"true","true"
