"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2146","STOCK_2146__initial","STOCK_2146__shorts","STOCK_2146__buy","STOCK_2146__sell"
"uleef","M01@utah.edu",36024,1201,46363,"T003",19225,19445,23,22,0,"true","true"
"uleef","M02@utah.edu",36025,1201,46363,"T009",24550,24550,0,0,0,"true","true"
"uleef","M03@utah.edu",36026,1201,46363,"T000",22970,22970,10,10,0,"true","true"
"uleef","M04@utah.edu",36027,1201,46363,"T008",37105,34385,0,7,0,"true","true"
"uleef","M05@utah.edu",36028,1201,46363,"T006",21060,21060,18,18,0,"true","true"
"uleef","M06@utah.edu",36029,1201,46363,"T007",20765,19790,21,23,0,"true","true"
"uleef","M07@utah.edu",36030,1201,46363,"T005",14420,14420,13,13,0,"true","true"
"uleef","M08@utah.edu",36031,1201,46363,"T002",17505,20980,43,35,0,"true","true"
"uleef","M09@utah.edu",36032,1201,46363,"T004",21500,21500,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1201,46363,"T010",22900,22900,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1201,46363,"T011",21500,21500,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1201,46363,"T001",22900,22900,12,12,0,"true","true"
