# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,46367,T003,10560,2300,64,0,0,FALSE,FALSE
uleef,M02@utah.edu,36025,1201,46367,T009,24550,3500,0,0,0,FALSE,FALSE
uleef,M03@utah.edu,36026,1201,46367,T000,26220,3700,10,0,0,FALSE,FALSE
uleef,M04@utah.edu,36027,1201,46367,T008,37105,4800,0,0,0,FALSE,FALSE
uleef,M05@utah.edu,36028,1201,46367,T006,27280,3800,17,0,0,FALSE,FALSE
uleef,M06@utah.edu,36029,1201,46367,T007,35555,4600,0,0,0,FALSE,FALSE
uleef,M07@utah.edu,36030,1201,46367,T005,20950,3200,3,0,0,FALSE,FALSE
uleef,M08@utah.edu,36031,1201,46367,T002,36980,4800,34,0,0,FALSE,FALSE
uleef,M09@utah.edu,36032,1201,46367,T004,28000,3900,20,0,0,FALSE,FALSE
uleef,M10@utah.edu,36033,1201,46367,T010,26800,3800,12,0,0,FALSE,FALSE
uleef,M11@utah.edu,36034,1201,46367,T011,28000,3900,20,0,0,FALSE,FALSE
uleef,M12@utah.edu,36035,1201,46367,T001,26800,3800,12,0,0,FALSE,FALSE
# holdings -- end,,,,,,,,,,,,,,,,,
