# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2147,STOCK_2147__initial,STOCK_2147__shorts,STOCK_2147__buy,STOCK_2147__sell
uleef,M01@utah.edu,36024,1202,113788,T007,17400,21025,29,29,0,true,true
uleef,M02@utah.edu,36025,1202,113788,T006,20035,22285,18,18,0,true,true
uleef,M03@utah.edu,36026,1202,113788,T000,17265,18390,9,9,0,true,true
uleef,M04@utah.edu,36027,1202,113788,T010,18730,20730,16,16,0,true,true
uleef,M05@utah.edu,36028,1202,113788,T011,32060,38685,53,53,0,true,true
uleef,M06@utah.edu,36029,1202,113788,T002,29835,29960,1,1,0,true,true
uleef,M07@utah.edu,36030,1202,113788,T004,30265,30515,2,2,0,true,true
uleef,M08@utah.edu,36031,1202,113788,T003,34410,34410,0,0,0,true,true
uleef,M09@utah.edu,36032,1202,113788,T008,25000,27500,20,20,0,true,true
uleef,M10@utah.edu,36033,1202,113788,T001,25000,26500,12,12,0,true,true
uleef,M11@utah.edu,36034,1202,113788,T005,25000,27500,20,20,0,true,true
uleef,M12@utah.edu,36035,1202,113788,T009,25000,26500,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
