# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2147,STOCK_2147__initial,STOCK_2147__shorts,STOCK_2147__buy,STOCK_2147__sell
uleef,M01@utah.edu,36024,1202,113790,T007,22775,3300,28,0,0,FALSE,FALSE
uleef,M02@utah.edu,36025,1202,113790,T006,17785,2800,36,0,0,FALSE,FALSE
uleef,M03@utah.edu,36026,1202,113790,T000,19015,3000,6,0,0,FALSE,FALSE
uleef,M04@utah.edu,36027,1202,113790,T010,24830,3500,5,0,0,FALSE,FALSE
uleef,M05@utah.edu,36028,1202,113790,T011,41335,5200,53,0,0,FALSE,FALSE
uleef,M06@utah.edu,36029,1202,113790,T002,30550,4100,0,0,0,FALSE,FALSE
uleef,M07@utah.edu,36030,1202,113790,T004,31700,4200,0,0,0,FALSE,FALSE
uleef,M08@utah.edu,36031,1202,113790,T003,34410,4500,0,0,0,FALSE,FALSE
uleef,M09@utah.edu,36032,1202,113790,T008,28500,3900,20,0,0,FALSE,FALSE
uleef,M10@utah.edu,36033,1202,113790,T001,27100,3800,12,0,0,FALSE,FALSE
uleef,M11@utah.edu,36034,1202,113790,T005,28500,3900,20,0,0,FALSE,FALSE
uleef,M12@utah.edu,36035,1202,113790,T009,27100,3800,12,0,0,FALSE,FALSE
# holdings -- end,,,,,,,,,,,,,,,,,
