# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2147,STOCK_2147__initial,STOCK_2147__shorts,STOCK_2147__buy,STOCK_2147__sell
uleef,M01@utah.edu,36024,1202,113776,T007,17460,18585,9,9,0,true,true
uleef,M02@utah.edu,36025,1202,113776,T006,12995,14620,13,13,0,true,true
uleef,M03@utah.edu,36026,1202,113776,T000,19105,19730,5,5,0,true,true
uleef,M04@utah.edu,36027,1202,113776,T010,9010,11760,22,22,0,true,true
uleef,M05@utah.edu,36028,1202,113776,T011,10575,13575,24,24,0,true,true
uleef,M06@utah.edu,36029,1202,113776,T002,10000,12500,20,20,0,true,true
uleef,M07@utah.edu,36030,1202,113776,T004,10555,12930,19,19,0,true,true
uleef,M08@utah.edu,36031,1202,113776,T003,14300,16300,16,16,0,true,true
uleef,M09@utah.edu,36032,1202,113776,T008,10000,12500,20,20,0,true,true
uleef,M10@utah.edu,36033,1202,113776,T001,16000,17500,12,12,0,true,true
uleef,M11@utah.edu,36034,1202,113776,T005,10000,12500,20,20,0,true,true
uleef,M12@utah.edu,36035,1202,113776,T009,16000,17500,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
