"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2147","STOCK_2147__initial","STOCK_2147__shorts","STOCK_2147__buy","STOCK_2147__sell"
"uleef","M01@utah.edu",36024,1202,46245,"T007",19170,13585,4,16,0,"true","true"
"uleef","M02@utah.edu",36025,1202,46245,"T006",6100,6945,30,28,0,"true","true"
"uleef","M03@utah.edu",36026,1202,46245,"T000",17920,17920,9,9,0,"true","true"
"uleef","M04@utah.edu",36027,1202,46245,"T010",13125,13125,15,15,0,"true","true"
"uleef","M05@utah.edu",36028,1202,46245,"T011",19800,20640,4,2,0,"true","true"
"uleef","M06@utah.edu",36029,1202,46245,"T002",4010,9455,34,23,0,"true","true"
"uleef","M07@utah.edu",36030,1202,46245,"T004",12045,10500,17,20,0,"true","true"
"uleef","M08@utah.edu",36031,1202,46245,"T003",15030,15030,15,15,0,"true","true"
"uleef","M09@utah.edu",36032,1202,46245,"T008",10500,10500,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1202,46245,"T001",16300,16300,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1202,46245,"T005",10500,10500,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1202,46245,"T009",16300,16300,12,12,0,"true","true"
