# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2147,STOCK_2147__initial,STOCK_2147__shorts,STOCK_2147__buy,STOCK_2147__sell
uleef,M01@utah.edu,36024,1202,46244,T007,13185,13585,16,16,0,true,true
uleef,M02@utah.edu,36025,1202,46244,T006,6245,6945,28,28,0,true,true
uleef,M03@utah.edu,36026,1202,46244,T000,17695,17920,9,9,0,true,true
uleef,M04@utah.edu,36027,1202,46244,T010,12750,13125,15,15,0,true,true
uleef,M05@utah.edu,36028,1202,46244,T011,20590,20640,2,2,0,true,true
uleef,M06@utah.edu,36029,1202,46244,T002,8880,9455,23,23,0,true,true
uleef,M07@utah.edu,36030,1202,46244,T004,10000,10500,20,20,0,true,true
uleef,M08@utah.edu,36031,1202,46244,T003,14655,15030,15,15,0,true,true
uleef,M09@utah.edu,36032,1202,46244,T008,10000,10500,20,20,0,true,true
uleef,M10@utah.edu,36033,1202,46244,T001,16000,16300,12,12,0,true,true
uleef,M11@utah.edu,36034,1202,46244,T005,10000,10500,20,20,0,true,true
uleef,M12@utah.edu,36035,1202,46244,T009,16000,16300,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
