"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2147","STOCK_2147__initial","STOCK_2147__shorts","STOCK_2147__buy","STOCK_2147__sell"
"uleef","M01@utah.edu",36024,1202,46257,"T007",33255,31495,0,4,0,"true","true"
"uleef","M02@utah.edu",36025,1202,46257,"T006",21635,21635,52,52,0,"true","true"
"uleef","M03@utah.edu",36026,1202,46257,"T000",26030,26030,0,0,0,"true","true"
"uleef","M04@utah.edu",36027,1202,46257,"T010",22345,23990,25,21,0,"true","true"
"uleef","M05@utah.edu",36028,1202,46257,"T011",23165,23670,2,1,0,"true","true"
"uleef","M06@utah.edu",36029,1202,46257,"T002",34575,27810,8,24,0,"true","true"
"uleef","M07@utah.edu",36030,1202,46257,"T004",15965,24040,27,8,0,"true","true"
"uleef","M08@utah.edu",36031,1202,46257,"T003",26230,24530,14,18,0,"true","true"
"uleef","M09@utah.edu",36032,1202,46257,"T008",25500,25500,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1202,46257,"T001",25300,25300,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1202,46257,"T005",25500,25500,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1202,46257,"T009",25300,25300,12,12,0,"true","true"
