# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2147,STOCK_2147__initial,STOCK_2147__shorts,STOCK_2147__buy,STOCK_2147__sell
uleef,M01@utah.edu,36024,1202,46253,T007,23870,23870,7,7,0,true,true
uleef,M02@utah.edu,36025,1202,46253,T006,26690,26690,32,32,0,true,true
uleef,M03@utah.edu,36026,1202,46253,T000,22565,22565,7,7,0,true,true
uleef,M04@utah.edu,36027,1202,46253,T010,20840,20840,21,21,0,true,true
uleef,M05@utah.edu,36028,1202,46253,T011,20625,20625,7,7,0,true,true
uleef,M06@utah.edu,36029,1202,46253,T002,24255,24255,28,28,0,true,true
uleef,M07@utah.edu,36030,1202,46253,T004,22840,22840,8,8,0,true,true
uleef,M08@utah.edu,36031,1202,46253,T003,22315,22315,18,18,0,true,true
uleef,M09@utah.edu,36032,1202,46253,T008,22500,22500,20,20,0,true,true
uleef,M10@utah.edu,36033,1202,46253,T001,23500,23500,12,12,0,true,true
uleef,M11@utah.edu,36034,1202,46253,T005,22500,22500,20,20,0,true,true
uleef,M12@utah.edu,36035,1202,46253,T009,23500,23500,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
