"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2147","STOCK_2147__initial","STOCK_2147__shorts","STOCK_2147__buy","STOCK_2147__sell"
"uleef","M01@utah.edu",36024,1202,46242,"T007",16700,16000,11,12,0,"true","true"
"uleef","M02@utah.edu",36025,1202,46242,"T006",8645,10000,22,20,0,"true","true"
"uleef","M03@utah.edu",36026,1202,46242,"T000",12650,16000,17,12,0,"true","true"
"uleef","M04@utah.edu",36027,1202,46242,"T010",10000,10000,20,20,0,"true","true"
"uleef","M05@utah.edu",36028,1202,46242,"T011",23315,16000,1,12,0,"true","true"
"uleef","M06@utah.edu",36029,1202,46242,"T002",1840,10000,32,20,0,"true","true"
"uleef","M07@utah.edu",36030,1202,46242,"T004",10000,10000,20,20,0,"true","true"
"uleef","M08@utah.edu",36031,1202,46242,"T003",20850,16000,5,12,0,"true","true"
"uleef","M09@utah.edu",36032,1202,46242,"T008",10000,10000,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1202,46242,"T001",16000,16000,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1202,46242,"T005",10000,10000,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1202,46242,"T009",16000,16000,12,12,0,"true","true"
