# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2147,STOCK_2147__initial,STOCK_2147__shorts,STOCK_2147__buy,STOCK_2147__sell
uleef,M01@utah.edu,36024,1202,46252,T007,15040,17540,20,20,0,true,true
uleef,M02@utah.edu,36025,1202,46252,T006,25150,28650,28,28,0,true,true
uleef,M03@utah.edu,36026,1202,46252,T000,22910,23535,5,5,0,true,true
uleef,M04@utah.edu,36027,1202,46252,T010,18215,20840,21,21,0,true,true
uleef,M05@utah.edu,36028,1202,46252,T011,17270,18645,11,11,0,true,true
uleef,M06@utah.edu,36029,1202,46252,T002,22025,25275,26,26,0,true,true
uleef,M07@utah.edu,36030,1202,46252,T004,24260,24760,4,4,0,true,true
uleef,M08@utah.edu,36031,1202,46252,T003,23130,24755,13,13,0,true,true
uleef,M09@utah.edu,36032,1202,46252,T008,20000,22500,20,20,0,true,true
uleef,M10@utah.edu,36033,1202,46252,T001,22000,23500,12,12,0,true,true
uleef,M11@utah.edu,36034,1202,46252,T005,20000,22500,20,20,0,true,true
uleef,M12@utah.edu,36035,1202,46252,T009,22000,23500,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
