# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,46275,T003,21880,21880,0,0,0,true,true
uleef,M02@utah.edu,36025,1201,46275,T009,7160,7810,26,26,0,true,true
uleef,M03@utah.edu,36026,1201,46275,T000,16790,17140,14,14,0,true,true
uleef,M04@utah.edu,36027,1201,46275,T008,16485,16485,0,0,0,true,true
uleef,M05@utah.edu,36028,1201,46275,T006,11150,11700,22,22,0,true,true
uleef,M06@utah.edu,36029,1201,46275,T007,10940,11390,18,18,0,true,true
uleef,M07@utah.edu,36030,1201,46275,T005,835,1885,42,42,0,true,true
uleef,M08@utah.edu,36031,1201,46275,T002,18760,18910,6,6,0,true,true
uleef,M09@utah.edu,36032,1201,46275,T004,10000,10500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,46275,T010,16000,16300,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,46275,T011,10000,10500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,46275,T001,16000,16300,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
