# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,46288,T003,19980,20030,2,2,0,true,true
uleef,M02@utah.edu,36025,1201,46288,T009,23555,23680,5,5,0,true,true
uleef,M03@utah.edu,36026,1201,46288,T000,27820,27845,1,1,0,true,true
uleef,M04@utah.edu,36027,1201,46288,T008,18140,18565,17,17,0,true,true
uleef,M05@utah.edu,36028,1201,46288,T006,28390,28390,0,0,0,true,true
uleef,M06@utah.edu,36029,1201,46288,T007,33370,34095,29,29,0,true,true
uleef,M07@utah.edu,36030,1201,46288,T005,23660,25110,58,58,0,true,true
uleef,M08@utah.edu,36031,1201,46288,T002,15485,15885,16,16,0,true,true
uleef,M09@utah.edu,36032,1201,46288,T004,23500,24000,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,46288,T010,24100,24400,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,46288,T011,23500,24000,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,46288,T001,24100,24400,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
