"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2146","STOCK_2146__initial","STOCK_2146__shorts","STOCK_2146__buy","STOCK_2146__sell"
"uleef","M01@utah.edu",36024,1201,46273,"T003",16000,16000,12,12,0,"true","true"
"uleef","M02@utah.edu",36025,1201,46273,"T009",16500,10000,7,20,0,"true","true"
"uleef","M03@utah.edu",36026,1201,46273,"T000",20120,16000,4,12,0,"true","true"
"uleef","M04@utah.edu",36027,1201,46273,"T008",5395,10000,29,20,0,"true","true"
"uleef","M05@utah.edu",36028,1201,46273,"T006",15500,16000,13,12,0,"true","true"
"uleef","M06@utah.edu",36029,1201,46273,"T007",10000,10000,20,20,0,"true","true"
"uleef","M07@utah.edu",36030,1201,46273,"T005",2895,10000,34,20,0,"true","true"
"uleef","M08@utah.edu",36031,1201,46273,"T002",17590,16000,9,12,0,"true","true"
"uleef","M09@utah.edu",36032,1201,46273,"T004",10000,10000,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1201,46273,"T010",16000,16000,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1201,46273,"T011",10000,10000,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1201,46273,"T001",16000,16000,12,12,0,"true","true"
