# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,46277,T003,21975,21975,0,0,0,true,true
uleef,M02@utah.edu,36025,1201,46277,T009,16270,17520,10,10,0,true,true
uleef,M03@utah.edu,36026,1201,46277,T000,20180,21180,8,8,0,true,true
uleef,M04@utah.edu,36027,1201,46277,T008,6045,8420,19,19,0,true,true
uleef,M05@utah.edu,36028,1201,46277,T006,14050,16300,18,18,0,true,true
uleef,M06@utah.edu,36029,1201,46277,T007,485,5235,38,38,0,true,true
uleef,M07@utah.edu,36030,1201,46277,T005,6085,10460,35,35,0,true,true
uleef,M08@utah.edu,36031,1201,46277,T002,22110,22110,0,0,0,true,true
uleef,M09@utah.edu,36032,1201,46277,T004,10500,13000,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,46277,T010,16300,17800,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,46277,T011,10500,13000,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,46277,T001,16300,17800,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
