# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,46282,T003,21190,21315,1,1,0,true,true
uleef,M02@utah.edu,36025,1201,46282,T009,20040,21290,10,10,0,true,true
uleef,M03@utah.edu,36026,1201,46282,T000,25605,25980,3,3,0,true,true
uleef,M04@utah.edu,36027,1201,46282,T008,18895,20145,10,10,0,true,true
uleef,M05@utah.edu,36028,1201,46282,T006,25010,26510,12,12,0,true,true
uleef,M06@utah.edu,36029,1201,46282,T007,2130,8755,53,53,0,true,true
uleef,M07@utah.edu,36030,1201,46282,T005,14700,19450,38,38,0,true,true
uleef,M08@utah.edu,36031,1201,46282,T002,21230,21355,1,1,0,true,true
uleef,M09@utah.edu,36032,1201,46282,T004,17000,19500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,46282,T010,20200,21700,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,46282,T011,17000,19500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,46282,T001,20200,21700,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
