"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2146","STOCK_2146__initial","STOCK_2146__shorts","STOCK_2146__buy","STOCK_2146__sell"
"uleef","M01@utah.edu",36024,1201,46285,"T003",19815,19815,3,3,0,"true","true"
"uleef","M02@utah.edu",36025,1201,46285,"T009",18885,24070,14,7,0,"true","true"
"uleef","M03@utah.edu",36026,1201,46285,"T000",26880,26130,2,3,0,"true","true"
"uleef","M04@utah.edu",36027,1201,46285,"T008",165,18365,39,13,0,"true","true"
"uleef","M05@utah.edu",36028,1201,46285,"T006",34180,30445,3,8,0,"true","true"
"uleef","M06@utah.edu",36029,1201,46285,"T007",27050,15150,31,48,0,"true","true"
"uleef","M07@utah.edu",36030,1201,46285,"T005",24360,17360,33,43,0,"true","true"
"uleef","M08@utah.edu",36031,1201,46285,"T002",19865,19865,3,3,0,"true","true"
"uleef","M09@utah.edu",36032,1201,46285,"T004",20500,20500,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1201,46285,"T010",22300,22300,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1201,46285,"T011",20500,20500,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1201,46285,"T001",22300,22300,12,12,0,"true","true"
