# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,46273,T003,16000,25600,12,0,0,FALSE,FALSE
uleef,M02@utah.edu,36025,1201,46273,T009,16500,22100,7,0,0,FALSE,FALSE
uleef,M03@utah.edu,36026,1201,46273,T000,20120,23320,4,0,0,FALSE,FALSE
uleef,M04@utah.edu,36027,1201,46273,T008,5395,28595,29,0,0,FALSE,FALSE
uleef,M05@utah.edu,36028,1201,46273,T006,15500,25900,13,0,0,FALSE,FALSE
uleef,M06@utah.edu,36029,1201,46273,T007,10000,26000,20,0,0,FALSE,FALSE
uleef,M07@utah.edu,36030,1201,46273,T005,2895,30095,34,0,0,FALSE,FALSE
uleef,M08@utah.edu,36031,1201,46273,T002,17590,24790,9,0,0,FALSE,FALSE
uleef,M09@utah.edu,36032,1201,46273,T004,10000,26000,20,0,0,FALSE,FALSE
uleef,M10@utah.edu,36033,1201,46273,T010,16000,25600,12,0,0,FALSE,FALSE
uleef,M11@utah.edu,36034,1201,46273,T011,10000,26000,20,0,0,FALSE,FALSE
uleef,M12@utah.edu,36035,1201,46273,T001,16000,25600,12,0,0,FALSE,FALSE
# holdings -- end,,,,,,,,,,,,,,,,,
