"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2147","STOCK_2147__initial","STOCK_2147__shorts","STOCK_2147__buy","STOCK_2147__sell"
"uleef","M01@utah.edu",36024,1202,46333,"T007",25410,21355,0,8,0,"true","true"
"uleef","M02@utah.edu",36025,1202,46333,"T006",25520,25520,2,2,0,"true","true"
"uleef","M03@utah.edu",36026,1202,46333,"T000",25545,25545,0,0,0,"true","true"
"uleef","M04@utah.edu",36027,1202,46333,"T010",28340,28340,3,3,0,"true","true"
"uleef","M05@utah.edu",36028,1202,46333,"T011",22060,22060,12,12,0,"true","true"
"uleef","M06@utah.edu",36029,1202,46333,"T002",15545,17855,33,28,0,"true","true"
"uleef","M07@utah.edu",36030,1202,46333,"T004",11945,13690,39,36,0,"true","true"
"uleef","M08@utah.edu",36031,1202,46333,"T003",10435,10435,39,39,0,"true","true"
"uleef","M09@utah.edu",36032,1202,46333,"T008",19500,19500,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1202,46333,"T001",21700,21700,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1202,46333,"T005",19500,19500,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1202,46333,"T009",21700,21700,12,12,0,"true","true"
