# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2147,STOCK_2147__initial,STOCK_2147__shorts,STOCK_2147__buy,STOCK_2147__sell
uleef,M01@utah.edu,36024,1202,46335,T007,25410,25410,0,0,0,true,true
uleef,M02@utah.edu,36025,1202,46335,T006,25570,25670,2,2,0,true,true
uleef,M03@utah.edu,36026,1202,46335,T000,25465,25465,0,0,0,true,true
uleef,M04@utah.edu,36027,1202,46335,T010,25765,26365,12,12,0,true,true
uleef,M05@utah.edu,36028,1202,46335,T011,23280,23780,10,10,0,true,true
uleef,M06@utah.edu,36029,1202,46335,T002,14075,16275,44,44,0,true,true
uleef,M07@utah.edu,36030,1202,46335,T004,17025,18075,21,21,0,true,true
uleef,M08@utah.edu,36031,1202,46335,T003,11410,13360,39,39,0,true,true
uleef,M09@utah.edu,36032,1202,46335,T008,20000,21000,20,20,0,true,true
uleef,M10@utah.edu,36033,1202,46335,T001,22000,22600,12,12,0,true,true
uleef,M11@utah.edu,36034,1202,46335,T005,20000,21000,20,20,0,true,true
uleef,M12@utah.edu,36035,1202,46335,T009,22000,22600,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
