"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2147","STOCK_2147__initial","STOCK_2147__shorts","STOCK_2147__buy","STOCK_2147__sell"
"uleef","M01@utah.edu",36024,1202,46336,"T007",25410,25410,0,0,0,"true","true"
"uleef","M02@utah.edu",36025,1202,46336,"T006",25670,25670,2,2,0,"true","true"
"uleef","M03@utah.edu",36026,1202,46336,"T000",25465,25465,0,0,0,"true","true"
"uleef","M04@utah.edu",36027,1202,46336,"T010",23915,26365,22,12,0,"true","true"
"uleef","M05@utah.edu",36028,1202,46336,"T011",24840,23780,6,10,0,"true","true"
"uleef","M06@utah.edu",36029,1202,46336,"T002",16685,16275,42,44,0,"true","true"
"uleef","M07@utah.edu",36030,1202,46336,"T004",19055,18075,17,21,0,"true","true"
"uleef","M08@utah.edu",36031,1202,46336,"T003",13360,13360,39,39,0,"true","true"
"uleef","M09@utah.edu",36032,1202,46336,"T008",21000,21000,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1202,46336,"T001",22600,22600,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1202,46336,"T005",21000,21000,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1202,46336,"T009",22600,22600,12,12,0,"true","true"
