# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113642,T003,25175,25175,0,0,0,true,true
uleef,M02@utah.edu,36025,1201,113642,T009,22430,22430,0,0,0,true,true
uleef,M03@utah.edu,36026,1201,113642,T000,2760,6760,32,32,0,true,true
uleef,M04@utah.edu,36027,1201,113642,T008,245,4745,36,36,0,true,true
uleef,M05@utah.edu,36028,1201,113642,T006,22995,22995,0,0,0,true,true
uleef,M06@utah.edu,36029,1201,113642,T007,13155,15030,15,15,0,true,true
uleef,M07@utah.edu,36030,1201,113642,T005,17060,18310,10,10,0,true,true
uleef,M08@utah.edu,36031,1201,113642,T002,180,4555,35,35,0,true,true
uleef,M09@utah.edu,36032,1201,113642,T004,10000,12500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113642,T010,16000,17500,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113642,T011,10000,12500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113642,T001,16000,17500,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
