# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113647,T003,25880,26755,7,7,0,true,true
uleef,M02@utah.edu,36025,1201,113647,T009,18980,19980,8,8,0,true,true
uleef,M03@utah.edu,36026,1201,113647,T000,21105,22230,9,9,0,true,true
uleef,M04@utah.edu,36027,1201,113647,T008,350,5850,44,44,0,true,true
uleef,M05@utah.edu,36028,1201,113647,T006,21955,22205,2,2,0,true,true
uleef,M06@utah.edu,36029,1201,113647,T007,11210,14835,29,29,0,true,true
uleef,M07@utah.edu,36030,1201,113647,T005,23045,23920,7,7,0,true,true
uleef,M08@utah.edu,36031,1201,113647,T002,16675,19425,22,22,0,true,true
uleef,M09@utah.edu,36032,1201,113647,T004,15500,18000,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113647,T010,19300,20800,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113647,T011,15500,18000,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113647,T001,19300,20800,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
