# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113653,T003,25715,26165,18,18,0,true,true
uleef,M02@utah.edu,36025,1201,113653,T009,9795,10895,44,44,0,true,true
uleef,M03@utah.edu,36026,1201,113653,T000,26145,26320,7,7,0,true,true
uleef,M04@utah.edu,36027,1201,113653,T008,11735,12485,30,30,0,true,true
uleef,M05@utah.edu,36028,1201,113653,T006,21920,22170,10,10,0,true,true
uleef,M06@utah.edu,36029,1201,113653,T007,31230,31230,0,0,0,true,true
uleef,M07@utah.edu,36030,1201,113653,T005,26935,27210,11,11,0,true,true
uleef,M08@utah.edu,36031,1201,113653,T002,27325,27525,8,8,0,true,true
uleef,M09@utah.edu,36032,1201,113653,T004,22000,22500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113653,T010,23200,23500,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113653,T011,22000,22500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113653,T001,23200,23500,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
