# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113656,T003,27440,27565,1,1,0,true,true
uleef,M02@utah.edu,36025,1201,113656,T009,21515,21640,1,1,0,true,true
uleef,M03@utah.edu,36026,1201,113656,T000,28780,29280,4,4,0,true,true
uleef,M04@utah.edu,36027,1201,113656,T008,8340,15340,56,56,0,true,true
uleef,M05@utah.edu,36028,1201,113656,T006,22990,24615,13,13,0,true,true
uleef,M06@utah.edu,36029,1201,113656,T007,31230,31230,0,0,0,true,true
uleef,M07@utah.edu,36030,1201,113656,T005,29790,29915,1,1,0,true,true
uleef,M08@utah.edu,36031,1201,113656,T002,26715,33215,52,52,0,true,true
uleef,M09@utah.edu,36032,1201,113656,T004,24500,27000,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113656,T010,24700,26200,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113656,T011,24500,27000,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113656,T001,24700,26200,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
