# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113646,T003,21865,22215,14,14,0,true,true
uleef,M02@utah.edu,36025,1201,113646,T009,14500,14900,16,16,0,true,true
uleef,M03@utah.edu,36026,1201,113646,T000,18775,19100,13,13,0,true,true
uleef,M04@utah.edu,36027,1201,113646,T008,22745,22745,0,0,0,true,true
uleef,M05@utah.edu,36028,1201,113646,T006,21905,21955,2,2,0,true,true
uleef,M06@utah.edu,36029,1201,113646,T007,11015,11715,28,28,0,true,true
uleef,M07@utah.edu,36030,1201,113646,T005,17570,17995,17,17,0,true,true
uleef,M08@utah.edu,36031,1201,113646,T002,7625,8575,38,38,0,true,true
uleef,M09@utah.edu,36032,1201,113646,T004,15000,15500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113646,T010,19000,19300,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113646,T011,15000,15500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113646,T001,19000,19300,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
