# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113644,T003,15020,15645,25,25,0,true,true
uleef,M02@utah.edu,36025,1201,113644,T009,19730,19855,5,5,0,true,true
uleef,M03@utah.edu,36026,1201,113644,T000,6325,7225,36,36,0,true,true
uleef,M04@utah.edu,36027,1201,113644,T008,22745,22745,0,0,0,true,true
uleef,M05@utah.edu,36028,1201,113644,T006,21755,21805,2,2,0,true,true
uleef,M06@utah.edu,36029,1201,113644,T007,16240,16590,14,14,0,true,true
uleef,M07@utah.edu,36030,1201,113644,T005,19275,19500,9,9,0,true,true
uleef,M08@utah.edu,36031,1201,113644,T002,5310,6235,37,37,0,true,true
uleef,M09@utah.edu,36032,1201,113644,T004,13500,14000,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113644,T010,18100,18400,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113644,T011,13500,14000,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113644,T001,18100,18400,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
