# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113655,T003,24530,25880,27,27,0,true,true
uleef,M02@utah.edu,36025,1201,113655,T009,18495,19895,28,28,0,true,true
uleef,M03@utah.edu,36026,1201,113655,T000,29020,29020,0,0,0,true,true
uleef,M04@utah.edu,36027,1201,113655,T008,5540,8340,56,56,0,true,true
uleef,M05@utah.edu,36028,1201,113655,T006,22670,23170,10,10,0,true,true
uleef,M06@utah.edu,36029,1201,113655,T007,31230,31230,0,0,0,true,true
uleef,M07@utah.edu,36030,1201,113655,T005,29110,29460,7,7,0,true,true
uleef,M08@utah.edu,36031,1201,113655,T002,29805,29805,0,0,0,true,true
uleef,M09@utah.edu,36032,1201,113655,T004,23500,24500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113655,T010,24100,24700,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113655,T011,23500,24500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113655,T001,24100,24700,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
