# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113643,T003,9595,11195,32,32,0,true,true
uleef,M02@utah.edu,36025,1201,113643,T009,22430,22430,0,0,0,true,true
uleef,M03@utah.edu,36026,1201,113643,T000,2880,4830,39,39,0,true,true
uleef,M04@utah.edu,36027,1201,113643,T008,22745,22745,0,0,0,true,true
uleef,M05@utah.edu,36028,1201,113643,T006,22835,22835,0,0,0,true,true
uleef,M06@utah.edu,36029,1201,113643,T007,15540,16240,14,14,0,true,true
uleef,M07@utah.edu,36030,1201,113643,T005,19420,19820,8,8,0,true,true
uleef,M08@utah.edu,36031,1201,113643,T002,4555,6305,35,35,0,true,true
uleef,M09@utah.edu,36032,1201,113643,T004,12500,13500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113643,T010,17500,18100,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113643,T011,12500,13500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113643,T001,17500,18100,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
