# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113650,T003,28035,28035,9,9,0,true,true
uleef,M02@utah.edu,36025,1201,113650,T009,13410,13410,29,29,0,true,true
uleef,M03@utah.edu,36026,1201,113650,T000,20225,20225,19,19,0,true,true
uleef,M04@utah.edu,36027,1201,113650,T008,23585,23585,1,1,0,true,true
uleef,M05@utah.edu,36028,1201,113650,T006,8845,8845,36,36,0,true,true
uleef,M06@utah.edu,36029,1201,113650,T007,23330,23330,17,17,0,true,true
uleef,M07@utah.edu,36030,1201,113650,T005,24060,24060,15,15,0,true,true
uleef,M08@utah.edu,36031,1201,113650,T002,29710,29710,2,2,0,true,true
uleef,M09@utah.edu,36032,1201,113650,T004,20500,20500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113650,T010,22300,22300,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113650,T011,20500,20500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113650,T001,22300,22300,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
