"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2146","STOCK_2146__initial","STOCK_2146__shorts","STOCK_2146__buy","STOCK_2146__sell"
"uleef","M01@utah.edu",36024,1201,113586,"T003",15465,16000,13,12,0,"true","true"
"uleef","M02@utah.edu",36025,1201,113586,"T009",1005,10000,37,20,0,"true","true"
"uleef","M03@utah.edu",36026,1201,113586,"T000",21695,16000,1,12,0,"true","true"
"uleef","M04@utah.edu",36027,1201,113586,"T008",17315,10000,6,20,0,"true","true"
"uleef","M05@utah.edu",36028,1201,113586,"T006",16560,16000,11,12,0,"true","true"
"uleef","M06@utah.edu",36029,1201,113586,"T007",7910,10000,24,20,0,"true","true"
"uleef","M07@utah.edu",36030,1201,113586,"T005",10675,10000,19,20,0,"true","true"
"uleef","M08@utah.edu",36031,1201,113586,"T002",13375,16000,17,12,0,"true","true"
"uleef","M09@utah.edu",36032,1201,113586,"T004",10000,10000,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1201,113586,"T010",16000,16000,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1201,113586,"T011",10000,10000,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1201,113586,"T001",16000,16000,12,12,0,"true","true"
