# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113595,T003,24350,24900,11,11,0,true,true
uleef,M02@utah.edu,36025,1201,113595,T009,29145,30395,25,25,0,true,true
uleef,M03@utah.edu,36026,1201,113595,T000,32815,33015,4,4,0,true,true
uleef,M04@utah.edu,36027,1201,113595,T008,21785,21785,0,0,0,true,true
uleef,M05@utah.edu,36028,1201,113595,T006,22470,22920,9,9,0,true,true
uleef,M06@utah.edu,36029,1201,113595,T007,24190,25440,25,25,0,true,true
uleef,M07@utah.edu,36030,1201,113595,T005,19155,19805,13,13,0,true,true
uleef,M08@utah.edu,36031,1201,113595,T002,13290,15340,41,41,0,true,true
uleef,M09@utah.edu,36032,1201,113595,T004,23000,24000,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113595,T010,23800,24400,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113595,T011,23000,24000,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113595,T001,23800,24400,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
