# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113600,T003,24350,3700,20,0,0,FALSE,FALSE
uleef,M02@utah.edu,36025,1201,113600,T009,39535,5100,5,0,0,FALSE,FALSE
uleef,M03@utah.edu,36026,1201,113600,T000,35295,4600,0,0,0,FALSE,FALSE
uleef,M04@utah.edu,36027,1201,113600,T008,10590,2400,25,0,0,FALSE,FALSE
uleef,M05@utah.edu,36028,1201,113600,T006,24085,3200,18,0,0,FALSE,FALSE
uleef,M06@utah.edu,36029,1201,113600,T007,22435,3800,60,0,0,FALSE,FALSE
uleef,M07@utah.edu,36030,1201,113600,T005,25540,3600,0,0,0,FALSE,FALSE
uleef,M08@utah.edu,36031,1201,113600,T002,34170,4500,0,0,0,FALSE,FALSE
uleef,M09@utah.edu,36032,1201,113600,T004,27500,1000,20,0,0,FALSE,FALSE
uleef,M10@utah.edu,36033,1201,113600,T010,26500,1000,12,0,0,FALSE,FALSE
uleef,M11@utah.edu,36034,1201,113600,T011,27500,1000,20,0,0,FALSE,FALSE
uleef,M12@utah.edu,36035,1201,113600,T001,26500,1000,12,0,0,FALSE,FALSE
# holdings -- end,,,,,,,,,,,,,,,,,
