# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113600,T003,24350,26850,20,20,0,true,true
uleef,M02@utah.edu,36025,1201,113600,T009,39535,40160,5,5,0,true,true
uleef,M03@utah.edu,36026,1201,113600,T000,35295,35295,0,0,0,true,true
uleef,M04@utah.edu,36027,1201,113600,T008,10590,13715,25,25,0,true,true
uleef,M05@utah.edu,36028,1201,113600,T006,24085,26335,18,18,0,true,true
uleef,M06@utah.edu,36029,1201,113600,T007,22435,29935,60,60,0,true,true
uleef,M07@utah.edu,36030,1201,113600,T005,25540,25540,0,0,0,true,true
uleef,M08@utah.edu,36031,1201,113600,T002,34170,34170,0,0,0,true,true
uleef,M09@utah.edu,36032,1201,113600,T004,27500,30000,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113600,T010,26500,28000,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113600,T011,27500,30000,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113600,T001,26500,28000,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
