# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113587,T003,16335,16935,12,12,0,true,true
uleef,M02@utah.edu,36025,1201,113587,T009,2485,4285,36,36,0,true,true
uleef,M03@utah.edu,36026,1201,113587,T000,15250,15900,13,13,0,true,true
uleef,M04@utah.edu,36027,1201,113587,T008,17465,17765,6,6,0,true,true
uleef,M05@utah.edu,36028,1201,113587,T006,22780,22780,0,0,0,true,true
uleef,M06@utah.edu,36029,1201,113587,T007,7950,9200,25,25,0,true,true
uleef,M07@utah.edu,36030,1201,113587,T005,13855,14555,14,14,0,true,true
uleef,M08@utah.edu,36031,1201,113587,T002,11080,12180,22,22,0,true,true
uleef,M09@utah.edu,36032,1201,113587,T004,10500,11500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113587,T010,16300,16900,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113587,T011,10500,11500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113587,T001,16300,16900,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
