"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2146","STOCK_2146__initial","STOCK_2146__shorts","STOCK_2146__buy","STOCK_2146__sell"
"uleef","M01@utah.edu",36024,1201,113597,"T003",21870,23750,17,13,0,"true","true"
"uleef","M02@utah.edu",36025,1201,113597,"T009",34070,32675,18,21,0,"true","true"
"uleef","M03@utah.edu",36026,1201,113597,"T000",35295,35295,0,0,0,"true","true"
"uleef","M04@utah.edu",36027,1201,113597,"T008",255,21220,46,1,0,"true","true"
"uleef","M05@utah.edu",36028,1201,113597,"T006",23480,20585,6,13,0,"true","true"
"uleef","M06@utah.edu",36029,1201,113597,"T007",20755,22710,35,30,0,"true","true"
"uleef","M07@utah.edu",36030,1201,113597,"T005",25045,21455,2,10,0,"true","true"
"uleef","M08@utah.edu",36031,1201,113597,"T002",32830,15910,4,40,0,"true","true"
"uleef","M09@utah.edu",36032,1201,113597,"T004",24000,24000,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1201,113597,"T010",24400,24400,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1201,113597,"T011",24000,24000,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1201,113597,"T001",24400,24400,12,12,0,"true","true"
