# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113739,T003,18520,23020,5,0,0,FALSE,FALSE
uleef,M02@utah.edu,36025,1201,113739,T009,17120,17120,0,0,0,FALSE,FALSE
uleef,M03@utah.edu,36026,1201,113739,T000,2545,47545,50,0,0,FALSE,FALSE
uleef,M04@utah.edu,36027,1201,113739,T008,10000,28000,20,0,0,FALSE,FALSE
uleef,M05@utah.edu,36028,1201,113739,T006,16000,26800,12,0,0,FALSE,FALSE
uleef,M06@utah.edu,36029,1201,113739,T007,9675,28575,21,0,0,FALSE,FALSE
uleef,M07@utah.edu,36030,1201,113739,T005,10000,28000,20,0,0,FALSE,FALSE
uleef,M08@utah.edu,36031,1201,113739,T002,18520,23020,5,0,0,FALSE,FALSE
uleef,M09@utah.edu,36032,1201,113739,T004,10000,28000,20,0,0,FALSE,FALSE
uleef,M10@utah.edu,36033,1201,113739,T010,17620,23920,7,0,0,FALSE,FALSE
uleef,M11@utah.edu,36034,1201,113739,T011,10000,28000,20,0,0,FALSE,FALSE
uleef,M12@utah.edu,36035,1201,113739,T001,16000,26800,12,0,0,FALSE,FALSE
# holdings -- end,,,,,,,,,,,,,,,,,
