# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113752,T003,9275,9950,27,27,0,true,true
uleef,M02@utah.edu,36025,1201,113752,T009,12170,12720,22,22,0,true,true
uleef,M03@utah.edu,36026,1201,113752,T000,24635,24685,2,2,0,true,true
uleef,M04@utah.edu,36027,1201,113752,T008,14255,14830,23,23,0,true,true
uleef,M05@utah.edu,36028,1201,113752,T006,28645,28670,1,1,0,true,true
uleef,M06@utah.edu,36029,1201,113752,T007,16830,18105,51,51,0,true,true
uleef,M07@utah.edu,36030,1201,113752,T005,15730,15730,0,0,0,true,true
uleef,M08@utah.edu,36031,1201,113752,T002,20860,20910,2,2,0,true,true
uleef,M09@utah.edu,36032,1201,113752,T004,16000,16500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113752,T010,19600,19900,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113752,T011,16000,16500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113752,T001,19600,19900,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
