# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113746,T003,19520,19520,0,0,0,true,true
uleef,M02@utah.edu,36025,1201,113746,T009,9480,10580,22,22,0,true,true
uleef,M03@utah.edu,36026,1201,113746,T000,17425,17825,8,8,0,true,true
uleef,M04@utah.edu,36027,1201,113746,T008,11440,12240,16,16,0,true,true
uleef,M05@utah.edu,36028,1201,113746,T006,7835,9685,37,37,0,true,true
uleef,M06@utah.edu,36029,1201,113746,T007,1455,3705,45,45,0,true,true
uleef,M07@utah.edu,36030,1201,113746,T005,15750,15750,0,0,0,true,true
uleef,M08@utah.edu,36031,1201,113746,T002,21095,21095,0,0,0,true,true
uleef,M09@utah.edu,36032,1201,113746,T004,10000,11000,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113746,T010,16000,16600,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113746,T011,10000,11000,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113746,T001,16000,16600,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
