# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113757,T003,21240,21365,1,1,0,true,true
uleef,M02@utah.edu,36025,1201,113757,T009,21230,21730,4,4,0,true,true
uleef,M03@utah.edu,36026,1201,113757,T000,10145,15645,44,44,0,true,true
uleef,M04@utah.edu,36027,1201,113757,T008,23180,23805,5,5,0,true,true
uleef,M05@utah.edu,36028,1201,113757,T006,8240,16615,67,67,0,true,true
uleef,M06@utah.edu,36029,1201,113757,T007,38830,38830,0,0,0,true,true
uleef,M07@utah.edu,36030,1201,113757,T005,15950,15950,0,0,0,true,true
uleef,M08@utah.edu,36031,1201,113757,T002,19585,20460,7,7,0,true,true
uleef,M09@utah.edu,36032,1201,113757,T004,18500,21000,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113757,T010,21100,22600,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113757,T011,18500,21000,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113757,T001,21100,22600,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
