"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2146","STOCK_2146__initial","STOCK_2146__shorts","STOCK_2146__buy","STOCK_2146__sell"
"uleef","M01@utah.edu",36024,1201,113622,"T003",29835,28185,11,14,0,"true","true"
"uleef","M02@utah.edu",36025,1201,113622,"T009",18850,18475,0,1,0,"true","true"
"uleef","M03@utah.edu",36026,1201,113622,"T000",24745,10890,8,33,0,"true","true"
"uleef","M04@utah.edu",36027,1201,113622,"T008",5650,16570,37,17,0,"true","true"
"uleef","M05@utah.edu",36028,1201,113622,"T006",1440,1440,34,34,0,"true","true"
"uleef","M06@utah.edu",36029,1201,113622,"T007",15570,19990,8,0,0,"true","true"
"uleef","M07@utah.edu",36030,1201,113622,"T005",24665,24665,16,16,0,"true","true"
"uleef","M08@utah.edu",36031,1201,113622,"T002",28045,28585,14,13,0,"true","true"
"uleef","M09@utah.edu",36032,1201,113622,"T004",17000,17000,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1201,113622,"T010",20200,20200,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1201,113622,"T011",17000,17000,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1201,113622,"T001",20200,20200,12,12,0,"true","true"
