"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2146","STOCK_2146__initial","STOCK_2146__shorts","STOCK_2146__buy","STOCK_2146__sell"
"uleef","M01@utah.edu",36024,1201,113614,"T003",19150,22205,14,0,0,"true","true"
"uleef","M02@utah.edu",36025,1201,113614,"T009",16450,11190,1,18,0,"true","true"
"uleef","M03@utah.edu",36026,1201,113614,"T000",20555,9345,4,26,0,"true","true"
"uleef","M04@utah.edu",36027,1201,113614,"T008",15065,10500,10,20,0,"true","true"
"uleef","M05@utah.edu",36028,1201,113614,"T006",180,22475,40,0,0,"true","true"
"uleef","M06@utah.edu",36029,1201,113614,"T007",19285,11590,0,18,0,"true","true"
"uleef","M07@utah.edu",36030,1201,113614,"T005",5310,5945,31,29,0,"true","true"
"uleef","M08@utah.edu",36031,1201,113614,"T002",11205,13950,28,17,0,"true","true"
"uleef","M09@utah.edu",36032,1201,113614,"T004",10500,10500,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1201,113614,"T010",16300,16300,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1201,113614,"T011",10500,10500,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1201,113614,"T001",16300,16300,12,12,0,"true","true"
