"account","email","owner","marketplace","session","name","cash","cash__initial","STOCK_2146","STOCK_2146__initial","STOCK_2146__shorts","STOCK_2146__buy","STOCK_2146__sell"
"uleef","M01@utah.edu",36024,1201,113627,"T003",36625,36625,0,0,0,"true","true"
"uleef","M02@utah.edu",36025,1201,113627,"T009",17290,19330,6,0,0,"true","true"
"uleef","M03@utah.edu",36026,1201,113627,"T000",16890,7090,30,55,0,"true","true"
"uleef","M04@utah.edu",36027,1201,113627,"T008",28660,28280,0,1,0,"true","true"
"uleef","M05@utah.edu",36028,1201,113627,"T006",9090,9090,34,34,0,"true","true"
"uleef","M06@utah.edu",36029,1201,113627,"T007",18705,18705,5,5,0,"true","true"
"uleef","M07@utah.edu",36030,1201,113627,"T005",34505,34505,0,0,0,"true","true"
"uleef","M08@utah.edu",36031,1201,113627,"T002",15835,23975,53,33,0,"true","true"
"uleef","M09@utah.edu",36032,1201,113627,"T004",21500,21500,20,20,0,"true","true"
"uleef","M10@utah.edu",36033,1201,113627,"T010",22900,22900,12,12,0,"true","true"
"uleef","M11@utah.edu",36034,1201,113627,"T011",21500,21500,20,20,0,"true","true"
"uleef","M12@utah.edu",36035,1201,113627,"T001",22900,22900,12,12,0,"true","true"
