# orders -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate,clientDescription
# orders -- end,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
# holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,name,cash,cash__initial,STOCK_2146,STOCK_2146__initial,STOCK_2146__shorts,STOCK_2146__buy,STOCK_2146__sell
uleef,M01@utah.edu,36024,1201,113619,T003,18195,18195,31,31,0,true,true
uleef,M02@utah.edu,36025,1201,113619,T009,19695,19695,0,0,0,true,true
uleef,M03@utah.edu,36026,1201,113619,T000,21025,21025,13,13,0,true,true
uleef,M04@utah.edu,36027,1201,113619,T008,22075,22075,6,6,0,true,true
uleef,M05@utah.edu,36028,1201,113619,T006,590,590,34,34,0,true,true
uleef,M06@utah.edu,36029,1201,113619,T007,20110,20110,0,0,0,true,true
uleef,M07@utah.edu,36030,1201,113619,T005,23675,23675,17,17,0,true,true
uleef,M08@utah.edu,36031,1201,113619,T002,20235,20235,27,27,0,true,true
uleef,M09@utah.edu,36032,1201,113619,T004,16500,16500,20,20,0,true,true
uleef,M10@utah.edu,36033,1201,113619,T010,19900,19900,12,12,0,true,true
uleef,M11@utah.edu,36034,1201,113619,T011,16500,16500,20,20,0,true,true
uleef,M12@utah.edu,36035,1201,113619,T001,19900,19900,12,12,0,true,true
# holdings -- end,,,,,,,,,,,,,,,,,
